id,事務所id,名前,人数,性別,別名,active,activeend,師匠,旧コンビ名,ネタ製作者,出会い,由来,公式サイト,YouTube,tiktok
119,999,ヴェートーベン ,2,11,,1998/1/1 0:00,,,青井久保つうてんかく??,青井貴治,松竹芸能養成所,,,,
120,104,上木総合研究所,2,11,,2003/1/1 0:00,2007/1/1 0:00,,,,,,,,
121,60,ウエストランド,2,11,,2008/11/1 0:00,,,,井口 浩之,津山市立津山西中学校の同級生,,http://www.titan-net.co.jp/talent/westland/,https://www.youtube.com/user/WestlandTitan,
122,147,うえはまだ,2,11,,2000/1/1 0:00,2014/1/1 0:00,,,,帝京大学の同級生,,,,
123,85,ウェルダン ,2,11,,2001/1/1 0:00,,,,,,,,https://www.youtube.com/c/welldoney,
124,44,ウォーターズ,2,11,,2018/1/1 0:00,,,,,,,https://grapecom.jp/talent_writer/waters/,,
125,999,浮世亭出羽助・八丈竹幸,2,11,,,,浮世亭夢丸,,,,,,,
126,136,浮世亭柳平・とん平,2,11,,1953/1/1 0:00,1967/1/1 0:00,浮世亭歌楽,,,,,,,
127,117,うしろシティ,2,11,,2009/1/1 0:00,,,白と白のストライプ ナナイロ （金子） ワンスター （阿諏訪）,金子 学,,,https://www.shochikugeino.co.jp/talents/ushirocity/,,
128,139,うすくら屋,2,11,,2012/1/1 0:00,,,ザ・うすくら～ず,,実兄弟,,https://super-usushio.amebaownd.com/,,
129,146,うずしおパンチ,2,11,,,,,トレイントレイン,,,,,,
130,96,ウッチャンナンチャン,2,11,,1985/1/1 0:00,,内海桂子・好江,おあずけブラザーズ ウッちゃんナンちゃん,両者,横浜放送映画専門学院,,https://www.maseki.co.jp/talent/uchan_nanchan,,
131,117,ウドントミカン,2,11,,2013/1/1 0:00,,,,ウドンケン,タレントスクール入所のオーディション,,https://www.shochikugeino.co.jp/talents/udontomikan/,,
132,117,海原はるか・かなた,2,11,,1970/1/1 0:00,,海原お浜・小浜,,,明蝶学院,,https://www.shochikugeino.co.jp/talents/unabaraharuka-kanata,,
133,146,ウメボシエンジン,2,11,,2005/1/1 0:00,2019/1/1 0:00,,トラベルハニー アンダードッグス 澤慎酸素（ザワシンサンソ）,両者,,,https://web.archive.org/web/20120504075252/http://okashin.laff.jp/,,
134,108,裏切りマンキーコング,2,11,,2014/1/1 0:00,,,裏切りファンキー,,,,http://blogs.yahoo.co.jp/uragiri_fuji,,
135,108,うるとらブギーズ,2,11,,2009/1/1 0:00,,,,八木崇,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=6553,,
136,117,HTH,2,11,,2000/1/1 0:00,2011/1/1 0:00,,,,,,http://www.shochikugeino.co.jp/talents/03/post-34.html,,
137,72,エイトブリッジ,2,11,,2014/1/1 0:00,,,おちんぷりんちん ライフピュアポピー ぷりんちん,篠栗たかし,ワタナベコメディスクール,,https://naturaleight.co.jp/eb/,,
138,85,8ボール ,2,11,,2008/1/1 0:00,2009/1/1 0:00,,大江戸FC（並木） さんぴん（竹川）,,,,,,
139,125,エーデルワイス ,2,11,,2006/1/1 0:00,,,,,,,http://www.asaikikaku.co.jp/profile/edelweiss/,,
140,134,ABブラザーズ,2,11,,1985/1/1 0:00,1992/1/1 0:00,,,,ライブにて,,,,
141,146,ABCDE湯かげん,2,11,,2009/1/1 0:00,,,,,ネット大喜利,,https://www.youtube.com/channel/UCwBbXMM-rUK1FsAmOUQVYOw,,
142,146,エクステンション ,2,11,,2005/6/1 0:00,2010/5/1 0:00,,,,,,,,
143,139,笑組,2,11,,1986/1/1 0:00,,内海好江 三代目古今亭志ん朝 初代古今亭志ん五,,,,,http://www.manzaikyokai.org/entertainer/egumi/,,
144,999,えっちゅう,2,11,,2014/1/1 0:00,,,,（主に）丸山智也,,,,,
145,95,江戸むらさき ,2,11,,1996/3/1 0:00,2018/4/1 0:00,,サンバード ウクレレ&ハワイ,,,,http://com.horipro.co.jp/talent/江戸むらさき/index.html,,
146,125,エネルギー ,2,11,,1996/1/1 0:00,2016/1/1 0:00,,,,,,,,
147,143,海老一染之助・染太郎,2,11,,1945/1/1 0:00,2002/1/1 0:00,二代目海老一海老蔵,海老一勝太郎・小福,,実の兄弟 （父は三遊亭圓駒）,,,,
148,86,海老じょーだん,2,11,,2006/1/1 0:00,,,,,,,http://p-hit.net/html/talent12_ebi.html,,
149,108,エマ・ジャクソン,2,11,,2020/1/1 0:00,,,,,名古屋NSC,,,,
150,108,エリートヤンキー,2,11,,2004/1/1 0:00,2015/1/1 0:00,,,西島永悟,,,,,
151,108,LLR ,2,11,,2001/1/1 0:00,,,,,東京都立武蔵野北高等学校のサッカー部,,https://profile.yoshimoto.co.jp/talent/detail?id=424,,
152,96,エル・カブキ,2,11,,2009/1/1 0:00,,,,エル上田,林の高校時代の同級生の紹介[1],,https://www.maseki.co.jp/talent/eru_kabuki,,
153,53,エルシャラカーニ,2,11,,1997/1/1 0:00,,,かきあげ丼（セイワ） ザ・ニュース(1997年-1999年),セイワ太一,,,https://www.sunmusic-gp.co.jp/talent/elshalakarni/,,
154,999,えれきぃ?ず,2,11,,2014/1/1 0:00,,,,小柳,,,,,
155,108,エレキグラム,2,11,,1994/1/1 0:00,1999/3/1 0:00,,後藤・天満,,,,,,
156,65,エレキコミック,2,11,,1997/1/1 0:00,,,コロコロコミックス[1] ジ・アンチョビー、ポゲムタ（今立）,やついいちろう,創価大学の落語研究会,,http://www.elecomi.com/,,
157,88,エレファントジョン,2,11,,2004/1/1 0:00,2017/1/1 0:00,,チャップメン（加藤） アメデオ（森枝）,,,,http://www.p-jinriki.com/pc/talent/elephantjohn/,,
158,146,エレベーターマンション,2,11,,,,,,,,,,,
159,96,演芸おんせん,2,11,,2011/1/1 0:00,,,フカミドリスリーパーズ（杉山） 地獄（矢巻）,杉山栄一,スクールJCA,,https://www.maseki.co.jp/talent/engeionsen,,
160,147,エンジョイワ→クス,2,11,,2004/7/1 0:00,2013/1/1 0:00,,,,,,,,
161,108,えんにち,2,11,,2005/1/1 0:00,2017/1/1 0:00,,,アイパー滝沢,NSC,,https://web.archive.org/web/20080207024646/http://ennichi.laff.jp/,,
162,146,えんぴつ消しゴム,2,11,,2011/1/1 0:00,2016/1/1 0:00,,,奥村篤,堺市立堺高等学校,,https://profile.yoshimoto.co.jp/talent/detail?id=5107,,
163,108,エンペラー,2,11,,2011/6/1 0:00,,,,,,,,,
164,108,おいでやすこが,2,11,,2019/1/1 0:00,,,,両者,R-1ぐらんぷり2019での共演,,,https://www.youtube.com/channel/UCvseMHiab2DHak6W78EQl5A,
165,108,オオカミ少年,2,11,,2003/1/1 0:00,,,,,,,,,
166,108,大木こだま・ひびき,2,11,,1981/1/1 0:00,,中田アップ（ひびき）,大木こだま・ひかり（こだま） 中田ネオン・サイン → 古都からん・ころん（ひびき）,,,,,,
167,999,大喜利猿,2,11,,,,,,,,,http://kentarokobayashi.net/ohgirizaru/index.html,,
168,117,オーケイ,2,11,,1994/1/1 0:00,,,,,中学時代,,https://www.shochikugeino.co.jp/talents/o-kei/,,
169,146,大阪キッズ,2,11,,1986/1/1 0:00,2011/1/1 0:00,若井はやと,,,,,,,
170,108,大阪笑ルーム,2,11,,,1980/1/1 0:00,,,,,,,,
171,143,大瀬ゆめじ・うたじ,2,11,,1971/1/1 0:00,2013/1/1 0:00,大瀬しのぶ・こいじ 落語家三遊亭圓歌,,,浅草松竹演芸場,,,,
172,93,大空なんだ・かんだ,2,11,,1962/1/1 0:00,1970/1/1 0:00,,,,,,,,
173,45,オードリー ,2,11,,2000/1/1 0:00,,,ナイスミドル,若林正恭,日本大学第二中学校,,http://www.kdashstage.jp/profile/archives/39,,
174,999,鳳らん太・ゆう太,2,11,,,,鳳啓助・京唄子,,,,,,,
175,146,オープンスペース,2,11,,2006/1/1 0:00,2016/7/1 0:00,,,両者,,,,,
176,108,オールディーズ ,2,11,,1986/1/1 0:00,1990/1/1 0:00,,栩野・木村,,,,,,
177,108,オール阪神・巨人,2,11,,1975/1/1 0:00,,,,オール巨人,素人名人会での共演,,https://profile.yoshimoto.co.jp/talent/detail?id=244,,
178,146,大脇里村ゼミナール,2,11,,2004/1/1 0:00,2008/12/1 0:00,,,,,,,,
179,108,おかけんた・ゆうた,2,11,,1983/1/1 0:00,,岡八郎,岡けん太・ゆう太,,岡八郎の門下生同士,,http://www.fandango.co.jp/talent_prf/action/TalentProfileDetailSearchAction?unitId=10024&talentId=0,,
180,45,岡田桜井,2,11,,2012/1/1 0:00,,,,,同じ高校（洛南高等学校）の同級生,,http://kdashstage.jp/profile/archives/68,,
181,95,オキシジェン,2,11,,2003/1/1 0:00,,,,両者（主に三好）,演劇サークル,,http://com.horipro.co.jp/talent/okishijen/,,
182,88,おぎやはぎ,2,11,,1995/1/1 0:00,,,ベルトオンサスペンダー 金歯銀歯 おぎとやはぎ,矢作兼,東京都立北野高等学校 （現・東京都立板橋有徳高等学校）,,http://www.p-jinriki.com/talent/ogiyahagi/,,
183,6,オクラホマ,2,11,,1999/1/1 0:00,,,,,大学時代,,,,
184,147,お先にどうぞ,2,11,,1999/1/1 0:00,2010/12/1 0:00,,ジャンファンカ,,,,,,
185,117,オジンオズボーン,2,11,,1999/1/1 0:00,,,篠宮高松、アクアシップ,篠宮暁,松竹芸能の養成所,,https://www.shochikugeino.co.jp/talents/ozinozbone,,
186,108,オスペンギン,2,11,,2004/1/1 0:00,,,,,NSC,,,,
187,108,オズワルド ,2,11,,2014/1/1 0:00,,なし,,両者,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=6711,,
188,144,おせつときょうた,2,11,,2016/1/1 0:00,,,,おせつ,,,http://talents.kpro-web.com/osetsutokyota/,,
189,108,おたまじゃくし ,2,11,,2014/1/1 0:00,,,カンカンセン（中西） タッチアップ、シャロンパーク（ほりお）,,芸人草野球チーム,,,,
190,108,御茶ノ水男子,2,11,,2008/9/10 0:00,2019/6/1 0:00,,,,,,,,
191,104,乙 ,2,11,,2009/1/1 0:00,2014/1/1 0:00,,,,養成所,,http://www.watanabepro.co.jp/mypage/artist/otsu.html,,
192,45,オッパショ石 ,2,11,,2015/1/1 0:00,,,,,幼馴染,,,,
193,129,男同志,2,11,,1990/1/1 0:00,1998/1/1 0:00,,,,,,,,
194,146,おとなごっこ,2,11,,2015/1/1 0:00,2019/4/14 0:00,,,両者,関西大学文化会軽音楽部1部,,,,
195,146,おともだち,2,11,,2016/1/1 0:00,,,堀内ライドオン、１＋１＝、マニッシュガーリー、も～にんぐ、リリアン（ひろた） わんわんもーもー（たかぴん）,,,,,,
196,108,鬼越トマホーク,2,11,,2010/1/1 0:00,,,オニヤンマ（坂井） キャロルズ（金野）,両者,東京NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=3537,https://www.youtube.com/channel/UCr7XbI_K1IPPk4ZrVbZlMDw,
197,108,鬼としみちゃむ,2,11,,2017/1/1 0:00,,,"メトロクラフト、サーフィンズ（鬼沢）
スモーキングジョー、空飛ぶくじら（しみちゃむ）チームデルタ(鬼沢)",鬼沢さん,,,,,
198,117,Over Drive ,2,11,,1996/1/1 0:00,2007/1/1 0:00,,テンショック（石野） doop（緒方）,,,,,,
199,108,おはよう。,2,11,,1994/1/1 0:00,2005/1/1 0:00,,,,,,,,
200,66,おぼん・こぼん,2,11,,1965/1/1 0:00,,,月見おぼん・こぼん,おぼん,大阪福島商業高校,,,,
201,999,オリエンタルラジオ,2,11,,2003/8/1 0:00,,,,中田敦彦,大学時代のアルバイト,,http://orientalradio.jp/,https://www.youtube.com/channel/UCEJ9hPjmge0UxpD9QA11MwQ,
202,146,オリオンリーグ,2,11,,2010/1/1 0:00,,,エクステンション（玉代勢）,,,,https://ameblo.jp/okinawa-yoshimoto/entry-12627390492.html?frm=theme,,
203,104,おりがみ ,2,11,,2008/1/1 0:00,2017/1/1 0:00,,鳳,,,,http://www.watanabepro.co.jp/mypage/artist/kyusyu.html,,
204,129,俺のバカ,2,11,,2003/1/1 0:00,,,,,,,,,
205,108,オレンジ,2,11,,1999/1/1 0:00,,,,,,,https://www.yoshimoto.co.jp/nagoya/talent/orange.html,,
206,88,オレンジジュース ,2,11,,2001/1/1 0:00,2007/1/1 0:00,,,,,,,,
207,999,カージナルス ,2,11,,1982/1/1 0:00,,,,,,,,,
208,108,ガーリィレコード,2,11,,2012/1/1 0:00,,,,フェニックス,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=6626,https://www.youtube.com/channel/UC6VjNLslXbb6Stl0I2MkQWA,
209,122,外苑警備隊,2,11,,,,,,,幼馴染,,,,
210,146,回転ハッスル,2,11,,2008/11/1 0:00,2016/5/1 0:00,,サンディサンディ（しのはら） ズボン（石村）,漫才・コント共に共同作成,,,https://web.archive.org/web/20160919132303/http://search.yoshimoto.co.jp/talent_prf/?id=5910,,
211,146,快盗スズメ ,2,11,,2006/1/1 0:00,,,,関和紀,鹿児島県,,,,
212,95,かいわれ ,2,11,,2005/1/1 0:00,2013/5/1 0:00,,弾丸ビーンズ（2011年7月頃まで）,,,,http://com.horipro.co.jp/profile/30dangan.html,,
213,108,COWCOW,2,11,,1993/1/1 0:00,,,横綱,両者,中学校時代,,https://profile.yoshimoto.co.jp/talent/detail?id=191,https://www.youtube.com/channel/UCdJxIr3VR_NY9Ga91tfAAzw,
214,146,カウントダウン,2,11,,2007/1/1 0:00,2011/1/1 0:00,,,,,,,,
215,139,カオポイント,2,11,,2003/1/1 0:00,2015/1/1 0:00,,,,創価大学落語研究会,,,,
216,96,かが屋,2,11,,2015/1/1 0:00,,,,両者（主導権は加賀）,アルバイト先のコンビニエンスストア,,https://www.maseki.co.jp/talent/kagaya,https://www.youtube.com/channel/UCW3V11YgOJ0mz886m0lrXCw,
217,44,カカロニ,2,11,,2016/1/1 0:00,,,ロメオ（栗谷） ベアードノーズ（菅谷）,両者,共通の知人の紹介,,https://grapecom.jp/talent_writer/kakaroni/,https://www.youtube.com/channel/UCbVJQoifsVad_Jt6vW3f36A/videos,
218,96,ガクヅケ,2,11,,2014/1/1 0:00,,,ニホンカモシカ・ギャラリー（船引） 昆布ろせん（船引）,両者,,,https://www.maseki.co.jp/talent/gakuduke,,
219,108,学天即,2,11,,2005/9/1 0:00,,,,両者（主に奥田修二[1]）,中学校,,https://profile.yoshimoto.co.jp/talent/detail?id=2870,,
220,61,影武者X,2,11,,2009/1/1 0:00,2013/1/1 0:00,,,,,,,,
221,108,カゲヤマ,2,11,,2009/1/1 0:00,,,,,中学のサッカー部の同級生,,https://profile.yoshimoto.co.jp/talent/detail?id=4187,,
222,128,火災報知器 ,2,11,,1998/1/1 0:00,,,,,,,,,
223,999,鹿島洋々・林正二郎,2,11,,,1967/1/1 0:00,桂助六（鹿島洋々） 林家染団治（林正二郎）,,,,,,,
224,108,香島ラッキー・御園セブン,2,11,,1930/1/1 0:00,,,,,,,,,
225,125,がじゅまる,2,11,,2012/1/1 0:00,,,すみとモ（スミ）あしゅらんレンジャー ピンスポーン（小林）,こば小林,ワタナベコメディスクール,,,,
226,146,ガスマスクガール,2,11,,2008/1/1 0:00,2011/1/1 0:00,,,,,,,,
227,104,風犬ナンジャ,2,11,,,2011/1/1 0:00,,,,小学校,,,,
228,108,かたつむり,2,11,,2005/1/1 0:00,2009/1/1 0:00,,マインドコントロール,,NSC,,,,
229,147,がっつきたいか,2,11,,2003/6/1 0:00,,,,,,,https://neet-project.com/profile/gattsuki/,,
230,104,ガッツマン ,2,11,,2011/1/1 0:00,,,ゴールデンエイジ,ヤマト[2],,,https://www.watanabepro.co.jp/mypage/4000075/,,
231,18,ガッポリ建設,2,11,,1997/3/1 0:00,,,,,,,,,
232,85,勝又,2,11,,2009/1/1 0:00,2018/1/1 0:00,,,ani,,,,,
233,999,桂高丸・菊丸,2,11,,1964/1/1 0:00,1973/1/1 0:00,四代目桂米丸,,,,,,,
234,27,加トちゃんケンちゃん,2,11,,1986/1/11 0:00,2020/3/29 0:00,いかりや長介,,,志村がドリフの付き人として加入。,,,,
235,92,門出ピーチクパーチク,2,11,,2009/1/1 0:00,2014/1/1 0:00,,TOP BRAND,,大学時代,,,,
236,108,カナリア,2,11,,2003/1/1 0:00,2018/1/1 0:00,,ババリア（ボン） シュガーライフ（安達）,安達健太郎,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=306,,
237,117,カノン,2,11,,2003/1/1 0:00,2011/1/1 0:00,,マリコ,両者,早稲田大学寄席演芸研究会,,,,
238,108,カバと爆ノ介,2,11,,2007/1/1 0:00,2016/1/1 0:00,,,爆ノ介,NSC大阪校30期,,http://search.yoshimoto.co.jp/talent_prf/?id=3348,,
239,108,ガブ&ぴーち,2,11,,2003/1/1 0:00,2010/1/1 0:00,,,,中学の同級生,,,,
240,11,カフカ (お笑い芸人),2,11,,2016/5/1 0:00,2019/1/1 0:00,,,,,,,,
241,58,(株)あまつか笑事,2,11,,,2013/1/1 0:00,,,,,,http://pws.prserv.net/amatsuka_shoji/,,
242,58,カブトムシ ,2,11,,2004/4/1 0:00,2012/2/1 0:00,,CUB&MUSI,,高知大学南溟寮,,,,
243,108,カベポスター,2,11,,2014/5/1 0:00,,,夕暮れフール （永見） たてじまペンギン ほ乳類 初乗りトーマス（ピン） （浜田）,永見大吾,,,https://profile.yoshimoto.co.jp/talent/detail?id=6356,,
244,108,かまいたち ,2,11,,2004/1/1 0:00,,,鎌鼬,山内健司,大阪NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=636,https://www.youtube.com/channel/UCIR2mQ77wHrLMreV45nYhgw,
245,117,上方柳次・柳太,2,11,,,,2代目博多淡海（上方柳次）,,,,,,,
246,44,カミナリ ,2,11,,2011/1/1 0:00,,,ブッダ,両者[1],保育園,,https://grapecom.jp/talent_writer/kaminari/,,
247,117,雷ジャクソン,2,11,,,,,いしまる,,,,https://www.shochikugeino.co.jp/talents/kaminarijackson,,
248,68,GUMシロップ,2,11,,2007/7/1 0:00,,,,,,,,,
249,117,カメレオン ,2,11,,2006/1/1 0:00,,,,,,,,,
250,53,かもめんたる,2,11,,2007/1/1 0:00,,,劇団イワサキマキオWAGE（2001年-2006年3月）,岩崎 う大,早稲田大学のお笑いサークルWAGE,,https://www.sunmusic-gp.co.jp/talent/kamomental/,,
251,88,からあげディスコ,2,11,,2009/1/1 0:00,2014/1/1 0:00,,,,養成所,,http://www.p-jinriki.com/pc/talent/karaagedisco/,,
252,108,からし蓮根 ,2,11,,2013/1/1 0:00,,,,杉本青空,九州学院高等学校,,https://profile.yoshimoto.co.jp/talent/detail?id=5233,https://www.youtube.com/channel/UCoPXBUnsDEYA-FM4pbVDihw,
253,108,カラタチ ,2,11,,2011/1/1 0:00,,,,前田壮太,NSC,,,,
254,108,カラテカ ,2,11,,1997/1/1 0:00,2019/1/1 0:00,,,入江慎也,東京都立保谷高等学校,,,,
255,108,カリカ ,2,11,,1997/1/1 0:00,2011/1/1 0:00,,,家城啓之,高校時代,,,,
256,146,ガリットチュウ,2,11,,1998/1/1 0:00,,,ぐるぐるパー（福島） クリケット（熊谷）,両者,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=448,,
257,146,ガリバートンネル ,2,11,,2005/1/1 0:00,,,,,明治大学政治経済学部,,http://search.yoshimoto.co.jp/talent_prf/?id=451,,
258,68,ガリベンズ,2,11,,2005/1/1 0:00,,,,,浅井企画のタレントセミナー,,,,
259,108,カリントウ ,2,11,,2009/1/1 0:00,2014/1/1 0:00,,スイミー船、 かりんとう,,,,,,
260,95,ガルウィング ,2,11,,,2014/8/1 0:00,,,,,,http://com.horipro.co.jp/talent/ガルウィング/index.html,,
261,85,カルパチーノ,2,11,,,2009/1/1 0:00,,,,,,,,
262,65,カレー,2,11,,2006/1/1 0:00,2010/1/1 0:00,,,,,,http://www.twinkle-co.co.jp/profile/kare.html,,
263,108,ガレッジセール,2,11,,1995/1/1 0:00,,,ガレージセール,ゴリ,那覇市立松城中学校,,,,
264,85,ガロイン,2,11,,2007/1/1 0:00,,,,,名古屋吉本,,,,
265,125,元祖いちごちゃん,2,11,,2014/1/1 0:00,,,,,,,http://asaikikaku.co.jp/talent/profile/gansoichigochan,,
266,53,カンニング ,2,11,,1992/1/1 0:00,2006/1/1 0:00,,,中島忠幸,小学校からの同級生。,,,,
267,75,カンフーガール,2,11,,2011/1/1 0:00,,,,,,,http://newstaffpro.com/talent/profile.html?cid=16,,
268,91,ガンリキ,2,11,,2003/1/1 0:00,,,,,,,,,
269,104,黄色のコンセント,2,11,,2005/6/1 0:00,,,,,トークライブイベント,,,,
270,108,祇園 ,2,11,,2008/4/25 0:00,,,,両者,,,https://profile.yoshimoto.co.jp/talent/detail?id=2846,https://www.youtube.com/channel/UC9hGhPopyC3HcCp17cLXcig,
271,108,ギガスラッシュ,2,11,,2016/1/1 0:00,2017/1/1 0:00,,ギガスラッシュ,,,,,,
272,96,きぐるみピエロ,2,11,,1997/1/1 0:00,2006/1/1 0:00,,,,,,,,
273,104,キサラギ ,2,11,,2010/1/1 0:00,,,,富樫啓郎,料理専門学校の同級生,,,,
274,96,きしたかの,2,11,,2012/1/1 0:00,,,,岸大将,中学校の同級生,,,,
275,96,キスキスバンバン ,2,11,,2004/1/1 0:00,2011/1/1 0:00,,,,,,,,
276,88,キズナ ,2,11,,2016/1/1 0:00,,,イシクラノオノ、 いきるゆうき（小野） ブルドック、 ザンゼンジ（武田）,小野大樹,,,http://www.p-jinriki.com/sp/talent/kizuna/,,
277,999,木田鶴夫・亀夫,2,11,,,,並木一路・宮田洋,,,,,,,
278,85,ギチ,2,11,,2010/1/1 0:00,,,,,,,,,
279,95,きつね ,2,11,,2014/1/1 0:00,,,,両者（主に大津）,小学生時代からの幼馴染み,,http://com.horipro.co.jp/talent/kitune/,,
280,146,機動戦士リウンズ,2,11,,,2011/1/1 0:00,,リウンズ,,,,,,
281,85,昨日のカレーを温めて,2,11,,2010/1/1 0:00,,,温泉たまご,みんなのおさむ,神奈川県立麻溝台高等学校 ・ハンドボール部,,https://kinouno-karey.jimdofree.com/,,
282,53,牙一族,2,11,,2007/8/8 0:00,,,,,,,http://kibaichizoku.web.fc2.com/,,
283,108,騎兵隊 ,2,11,,1994/1/1 0:00,2006/1/1 0:00,島田紳助 (野呂),,,NSC大阪校,,,,
284,146,きみどり,2,11,,2014/1/1 0:00,,,,,NSC,,,,
285,125,キャイ?ン,2,11,,1991/1/1 0:00,,,ランドレース（ウド） コンビ解消（天野）,天野 ひろゆき,山中伊知郎の紹介,,http://asaikikaku.co.jp/talent/profile/kyaeen,,
286,999,ギャグ・シンセサイザー,2,11,,1980/1/1 0:00,1982/1/1 0:00,,,,,,,,
287,108,キャタピラーズ,2,11,,2017/2/6 0:00,,,ねぐらもぐら（さかもと） シャンポリオン、ヒーローマシーンズ（しげみ）,さかもと,所属事務所の先輩後輩,,,,
288,146,キャッチ!!,2,11,,2004/1/1 0:00,,,,,福岡吉本,,,,
289,108,キャベツ確認中,2,11,,2001/1/1 0:00,,,,,NSC,,https://profile.yoshimoto.co.jp/talent/detail?id=3167,,
290,108,ギャラクシー (芸人),2,11,,2013/1/1 0:00,,,サンライフル,両者,吉本総合芸能学院東京校,,,https://www.youtube.com/channel/https://youtube.com/channel/UCDS_SJ8cgnmWGezIclk40-g,
291,13,キャラメルマシーン,2,11,,2002/1/1 0:00,2004/2/1 0:00,,,,,,http://www.caramelmachine.jp/profile.html,,
292,108,ギャロップ,2,11,,2003/12/1 0:00,,,パーセントグラム、ジェンガ（林） クリムゾン、ツインズ（毛利）,林,,,https://profile.yoshimoto.co.jp/talent/detail?id=353,https://www.youtube.com/channel/UCCYV85V1cVZW2nBam1YIr9A/featured,
293,99,キャン×キャン,2,11,,1999/1/1 0:00,,,喜屋武×喜屋武,,沖縄のお笑い大会,,https://www.rising-pro.jp/artist/cancan/,,
294,108,キャンパスボーイ,2,11,,2010/1/1 0:00,2018/1/1 0:00,,DX(ディーエックス),西浦直之,,,https://profile.yoshimoto.co.jp/talent/detail?id=3335,,
295,108,9番街レトロ,2,11,,2018/11/1 0:00,,,"戎（京極）
ジャイアントナデシコ（なかむら）",京極風斗,,,https://profile.yoshimoto.co.jp/talent/detail?id=7028,https://www.youtube.com/channel/UCE_WM8m0-WSg0NtBoab3OQg,
296,60,キュウ,2,11,,2013/1/1 0:00,,,Q ペンタゴン（清水） サニー、イエティ（ぴろ）,ぴろ,,,http://www.titan-net.co.jp/talent/q/,,
297,88,CUBE ,2,11,,1999/1/1 0:00,2005/1/1 0:00,,湿ったスペイン,,,,,,
